player,player_key,team,team_key,game,game_key,market,line,odds,book,consensus_odds,trusted_books_count,trusted_books,raw_books_seen,removed_outliers,odds_quality,source_file
Lourdes Gurriel Jr.,lourdes gurriel,Arizona Diamondbacks,arizona diamondbacks,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,890,DraftKings,760,4,DraftKings:+890 | FanDuel:+820 | Caesars:+700 | BetMGM:+650,DraftKings:+890 | FanDuel:+820 | Caesars:+700 | BetMGM:+650 | DraftKings:+890,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Marcelo Mayer,marcelo mayer,Boston Red Sox,boston red sox,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,820,FanDuel,760,4,FanDuel:+820 | DraftKings:+820 | Caesars:+700 | BetMGM:+525,FanDuel:+820 | FanDuel:+820 | DraftKings:+820 | DraftKings:+710 | Caesars:+700 | Caesars:+625 | BetMGM:+525 | BetMGM:+525,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Trea Turner,trea turner,Philadelphia Phillies,philadelphia phillies,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,820,DraftKings,760,4,DraftKings:+820 | FanDuel:+820 | Caesars:+700 | BetMGM:+650,DraftKings:+820 | FanDuel:+820 | Caesars:+700 | BetMGM:+650 | DraftKings:+820,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Keibert Ruiz,keibert ruiz,Washington Nationals,washington nationals,Washington Nationals @ Cincinnati Reds,washington nationals @ cincinnati reds,HR,0.5,880,FanDuel,765,4,FanDuel:+880 | DraftKings:+830 | Caesars:+700 | BetMGM:+600,FanDuel:+880 | DraftKings:+830 | Caesars:+700 | BetMGM:+600,0,NORMAL_CONSENSUS,sgo_best_lines.csv
Mickey Gasper,mickey gasper,Boston Red Sox,boston red sox,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,790,FanDuel,783,4,FanDuel:+790 | DraftKings:+790 | BetMGM:+775 | Caesars:+700,FanDuel:+790 | FanDuel:+790 | DraftKings:+790 | BetMGM:+775 | DraftKings:+760 | Caesars:+700,2,CLEANED_CONSENSUS,sgo_best_lines.csv
Cam Smith,cam smith,Houston Astros,houston astros,Seattle Mariners @ Houston Astros,seattle mariners @ houston astros,HR,0.5,910,DraftKings,785,4,DraftKings:+910 | FanDuel:+820 | Caesars:+750 | BetMGM:+650,DraftKings:+910 | FanDuel:+820 | Caesars:+750 | BetMGM:+650 | DraftKings:+910,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Isaac Collins,isaac collins,Kansas City Royals,kansas city royals,Kansas City Royals @ Chicago White Sox,kansas city royals @ chicago white sox,HR,0.5,850,BetMGM,785,4,BetMGM:+850 | DraftKings:+810 | FanDuel:+760 | Caesars:+750,BetMGM:+850 | DraftKings:+810 | FanDuel:+760 | Caesars:+750,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Joe Mack,joe mack,Miami Marlins,miami marlins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,900,BetMGM,785,4,BetMGM:+900 | FanDuel:+820 | Caesars:+750 | DraftKings:+730,BetMGM:+900 | FanDuel:+820 | Caesars:+750 | DraftKings:+730 | BetMGM:+900,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Harrison Bader,harrison bader,San Francisco Giants,san francisco giants,San Francisco Giants @ Los Angeles Dodgers,san francisco giants @ los angeles dodgers,HR,0.5,900,BetMGM,795,4,BetMGM:+900 | DraftKings:+800 | FanDuel:+790 | Caesars:+750,BetMGM:+900 | DraftKings:+800 | FanDuel:+790 | Caesars:+750 | BetMGM:+900,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Andrew Vaughn,andrew vaughn,Milwaukee Brewers,milwaukee brewers,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,900,BetMGM,810,4,BetMGM:+900 | DraftKings:+830 | FanDuel:+790 | Caesars:+750,BetMGM:+900 | DraftKings:+830 | FanDuel:+790 | Caesars:+750 | FanDuel:+610 | BetMGM:+900,2,CLEANED_CONSENSUS,sgo_best_lines.csv
Edouard Julien,edouard julien,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,830,DraftKings,810,4,DraftKings:+830 | FanDuel:+820 | BetMGM:+800 | Caesars:+750,DraftKings:+830 | FanDuel:+820 | BetMGM:+800 | Caesars:+750 | DraftKings:+830,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Miguel Andujar,miguel andujar,San Diego Padres,san diego padres,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,880,FanDuel,810,4,FanDuel:+880 | DraftKings:+870 | Caesars:+750 | BetMGM:+725,FanDuel:+880 | DraftKings:+870 | Caesars:+750 | BetMGM:+725,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Tyrone Taylor,tyrone taylor,New York Mets,new york mets,Detroit Tigers @ New York Mets,detroit tigers @ new york mets,HR,0.5,980,FanDuel,813,4,FanDuel:+980 | DraftKings:+850 | BetMGM:+775 | Caesars:+750,FanDuel:+980 | DraftKings:+850 | BetMGM:+775 | Caesars:+750,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Ezequiel Duran,ezequiel duran,Texas Rangers,texas rangers,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,930,DraftKings,835,4,DraftKings:+930 | FanDuel:+920 | Caesars:+750 | BetMGM:+725,DraftKings:+930 | FanDuel:+920 | Caesars:+750 | BetMGM:+725 | DraftKings:+930,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Jorge Mateo,jorge mateo,Atlanta Braves,atlanta braves,Chicago Cubs @ Atlanta Braves,chicago cubs @ atlanta braves,HR,0.5,960,DraftKings,840,4,DraftKings:+960 | FanDuel:+880 | BetMGM:+800 | Caesars:+750,DraftKings:+960 | FanDuel:+880 | BetMGM:+800 | Caesars:+750 | DraftKings:+960,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Ke'Bryan Hayes,kebryan hayes,Cincinnati Reds,cincinnati reds,Washington Nationals @ Cincinnati Reds,washington nationals @ cincinnati reds,HR,0.5,1020,DraftKings,840,4,DraftKings:+1020 | FanDuel:+880 | BetMGM:+800 | Caesars:+750,DraftKings:+1020 | FanDuel:+880 | BetMGM:+800 | Caesars:+750 | DraftKings:+1020,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Mauricio Dubón,mauricio dubon,Atlanta Braves,atlanta braves,Chicago Cubs @ Atlanta Braves,chicago cubs @ atlanta braves,HR,0.5,890,DraftKings,840,4,DraftKings:+890 | FanDuel:+880 | BetMGM:+800 | Caesars:+750,DraftKings:+890 | FanDuel:+880 | BetMGM:+800 | Caesars:+750 | DraftKings:+890,1,CLEANED_CONSENSUS,sgo_best_lines.csv
William Contreras,william contreras,Milwaukee Brewers,milwaukee brewers,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,900,DraftKings,840,4,DraftKings:+900 | FanDuel:+880 | BetMGM:+800 | Caesars:+750,DraftKings:+900 | FanDuel:+880 | BetMGM:+800 | FanDuel:+790 | DraftKings:+790 | Caesars:+750 | Caesars:+625 | BetMGM:+450 | DraftKings:+900,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Garrett Mitchell,garrett mitchell,Milwaukee Brewers,milwaukee brewers,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,1000,BetMGM,850,4,BetMGM:+1000 | FanDuel:+880 | DraftKings:+820 | Caesars:+750,BetMGM:+1000 | FanDuel:+880 | DraftKings:+820 | Caesars:+750 | FanDuel:+730 | BetMGM:+650 | DraftKings:+630 | Caesars:+625 | BetMGM:+1000,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Brooks Lee,brooks lee,Minnesota Twins,minnesota twins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,880,FanDuel,853,4,FanDuel:+880 | BetMGM:+875 | DraftKings:+830 | Caesars:+750,FanDuel:+880 | BetMGM:+875 | DraftKings:+830 | Caesars:+750,0,CLEAN_CONSENSUS,sgo_best_lines.csv
J.T. Realmuto,jt realmuto,Philadelphia Phillies,philadelphia phillies,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,980,FanDuel,860,4,FanDuel:+980 | DraftKings:+970 | Caesars:+750 | BetMGM:+750,FanDuel:+980 | DraftKings:+970 | Caesars:+750 | BetMGM:+750,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Luis Torrens,luis torrens,New York Mets,new york mets,Detroit Tigers @ New York Mets,detroit tigers @ new york mets,HR,0.5,930,DraftKings,860,4,DraftKings:+930 | BetMGM:+900 | FanDuel:+820 | Caesars:+750,DraftKings:+930 | BetMGM:+900 | FanDuel:+820 | Caesars:+750,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Connor Wong,connor wong,Boston Red Sox,boston red sox,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,920,FanDuel,863,4,FanDuel:+920 | BetMGM:+875 | Caesars:+850 | DraftKings:+830,FanDuel:+920 | BetMGM:+875 | Caesars:+850 | DraftKings:+830 | FanDuel:+920,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Billy Cook,billy cook,Pittsburgh Pirates,pittsburgh pirates,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,900,DraftKings,865,4,DraftKings:+900 | FanDuel:+880 | Caesars:+850 | BetMGM:+825,DraftKings:+900 | FanDuel:+880 | Caesars:+850 | BetMGM:+825 | DraftKings:+900,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Troy Johnston,troy johnston,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,900,BetMGM,865,4,BetMGM:+900 | FanDuel:+880 | Caesars:+850 | DraftKings:+830,BetMGM:+900 | FanDuel:+880 | Caesars:+850 | DraftKings:+830 | BetMGM:+900,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Nick Yorke,nick yorke,Pittsburgh Pirates,pittsburgh pirates,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,920,FanDuel,873,4,FanDuel:+920 | BetMGM:+875 | DraftKings:+870 | Caesars:+750,FanDuel:+920 | BetMGM:+875 | DraftKings:+870 | Caesars:+750 | FanDuel:+920,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Ceddanne Rafaela,ceddanne rafaela,Boston Red Sox,boston red sox,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,980,FanDuel,875,4,FanDuel:+980 | DraftKings:+900 | Caesars:+850 | BetMGM:+800,FanDuel:+980 | DraftKings:+900 | Caesars:+850 | BetMGM:+800 | FanDuel:+760 | Caesars:+750 | DraftKings:+750 | BetMGM:+725,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Ezequiel Tovar,ezequiel tovar,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,980,FanDuel,885,4,FanDuel:+980 | BetMGM:+900 | DraftKings:+870 | Caesars:+850,FanDuel:+980 | BetMGM:+900 | DraftKings:+870 | Caesars:+850,0,CLEAN_CONSENSUS,sgo_best_lines.csv
J.P. Crawford,jp crawford,Seattle Mariners,seattle mariners,Seattle Mariners @ Houston Astros,seattle mariners @ houston astros,HR,0.5,1060,DraftKings,885,4,DraftKings:+1060 | FanDuel:+920 | Caesars:+850 | BetMGM:+725,DraftKings:+1060 | FanDuel:+920 | Caesars:+850 | BetMGM:+725 | DraftKings:+1060,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Jake Fraley,jake fraley,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,940,DraftKings,885,4,DraftKings:+940 | FanDuel:+920 | Caesars:+850 | BetMGM:+775,DraftKings:+940 | FanDuel:+920 | Caesars:+850 | BetMGM:+775 | DraftKings:+940,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Willi Castro,willi castro,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,900,BetMGM,885,4,BetMGM:+900 | DraftKings:+890 | FanDuel:+880 | Caesars:+750,BetMGM:+900 | DraftKings:+890 | FanDuel:+880 | Caesars:+750,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Gabriel Moreno,gabriel moreno,Arizona Diamondbacks,arizona diamondbacks,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,1000,BetMGM,890,4,BetMGM:+1000 | DraftKings:+900 | FanDuel:+880 | Caesars:+850,BetMGM:+1000 | DraftKings:+900 | FanDuel:+880 | Caesars:+850 | BetMGM:+1000,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Cole Young,cole young,Seattle Mariners,seattle mariners,Seattle Mariners @ Houston Astros,seattle mariners @ houston astros,HR,0.5,1000,BetMGM,895,4,BetMGM:+1000 | DraftKings:+910 | FanDuel:+880 | Caesars:+850,BetMGM:+1000 | DraftKings:+910 | FanDuel:+880 | Caesars:+850 | BetMGM:+1000,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Nick Loftin,nick loftin,Kansas City Royals,kansas city royals,Kansas City Royals @ Chicago White Sox,kansas city royals @ chicago white sox,HR,0.5,940,DraftKings,898,4,DraftKings:+940 | FanDuel:+920 | BetMGM:+875 | Caesars:+850,DraftKings:+940 | FanDuel:+920 | BetMGM:+875 | Caesars:+850,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Darell Hernaiz,darell hernaiz,Oakland Athletics,oakland athletics,St. Louis Cardinals @ Athletics,st louis cardinals @ athletics,HR,0.5,1000,BetMGM,905,4,BetMGM:+1000 | FanDuel:+920 | DraftKings:+890 | Caesars:+850,BetMGM:+1000 | FanDuel:+920 | DraftKings:+890 | Caesars:+850 | BetMGM:+1000,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Edmundo Sosa,edmundo sosa,Philadelphia Phillies,philadelphia phillies,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,1020,DraftKings,915,4,DraftKings:+1020 | FanDuel:+980 | Caesars:+850 | BetMGM:+750,DraftKings:+1020 | FanDuel:+980 | Caesars:+850 | BetMGM:+750 | DraftKings:+1020,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Geraldo Perdomo,geraldo perdomo,Arizona Diamondbacks,arizona diamondbacks,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,1100,DraftKings,915,4,DraftKings:+1100 | FanDuel:+980 | Caesars:+850 | BetMGM:+800,DraftKings:+1100 | FanDuel:+980 | Caesars:+850 | BetMGM:+800 | DraftKings:+1100,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Jonny DeLuca,jonny deluca,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,990,DraftKings,915,4,DraftKings:+990 | FanDuel:+980 | Caesars:+850 | BetMGM:+775,DraftKings:+990 | FanDuel:+980 | FanDuel:+980 | Caesars:+850 | BetMGM:+775,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Jung Hoo Lee,jung hoo lee,San Francisco Giants,san francisco giants,San Francisco Giants @ Los Angeles Dodgers,san francisco giants @ los angeles dodgers,HR,0.5,1080,DraftKings,915,4,DraftKings:+1080 | FanDuel:+980 | Caesars:+850 | BetMGM:+800,DraftKings:+1080 | FanDuel:+980 | Caesars:+850 | BetMGM:+800 | DraftKings:+1080,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Masataka Yoshida,masataka yoshida,Boston Red Sox,boston red sox,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,1040,DraftKings,928,4,DraftKings:+1040 | FanDuel:+980 | BetMGM:+875 | Caesars:+850,DraftKings:+1040 | FanDuel:+980 | DraftKings:+930 | FanDuel:+920 | BetMGM:+875 | Caesars:+850 | Caesars:+850 | BetMGM:+800 | DraftKings:+1040,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Nathan Church,nathan church,St Louis Cardinals,st louis cardinals,St. Louis Cardinals @ Athletics,st louis cardinals @ athletics,HR,0.5,1000,BetMGM,930,4,BetMGM:+1000 | DraftKings:+980 | FanDuel:+880 | Caesars:+850,BetMGM:+1000 | DraftKings:+980 | FanDuel:+880 | Caesars:+850 | FanDuel:+760 | DraftKings:+700 | Caesars:+625 | BetMGM:+550 | BetMGM:+1000,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Cedric Mullins,cedric mullins,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,980,FanDuel,940,4,FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850,FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850 | DraftKings:+740 | FanDuel:+710 | Caesars:+700 | BetMGM:+650,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Sung-Mun Song,sung mun song,San Diego Padres,san diego padres,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,1000,BetMGM,940,4,BetMGM:+1000 | DraftKings:+960 | FanDuel:+920 | Caesars:+850,BetMGM:+1000 | DraftKings:+960 | FanDuel:+920 | Caesars:+850,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Brandon Marsh,brandon marsh,Philadelphia Phillies,philadelphia phillies,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,1060,DraftKings,945,4,DraftKings:+1060 | FanDuel:+1040 | Caesars:+850 | BetMGM:+725,DraftKings:+1060 | FanDuel:+1040 | Caesars:+850 | BetMGM:+725 | DraftKings:+1060,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Nasim Nuñez,nasim nunez,Washington Nationals,washington nationals,Washington Nationals @ Cincinnati Reds,washington nationals @ cincinnati reds,HR,0.5,1200,BetMGM,965,4,BetMGM:+1200 | FanDuel:+980 | DraftKings:+950 | Caesars:+950,BetMGM:+1200 | FanDuel:+980 | DraftKings:+950 | Caesars:+950,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Andrés Giménez,andres gimenez,Toronto Blue Jays,toronto blue jays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,1120,DraftKings,985,4,DraftKings:+1120 | FanDuel:+1120 | Caesars:+850 | BetMGM:+725,DraftKings:+1120 | FanDuel:+1120 | Caesars:+850 | BetMGM:+725 | DraftKings:+1120,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Freddy Fermin,freddy fermin,San Diego Padres,san diego padres,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,1050,BetMGM,990,4,BetMGM:+1050 | DraftKings:+1000 | FanDuel:+980 | Caesars:+950,BetMGM:+1050 | DraftKings:+1000 | FanDuel:+980 | Caesars:+950,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Brett Baty,brett baty,New York Mets,new york mets,Detroit Tigers @ New York Mets,detroit tigers @ new york mets,HR,0.5,1040,FanDuel,995,4,FanDuel:+1040 | DraftKings:+1040 | Caesars:+950 | BetMGM:+900,FanDuel:+1040 | DraftKings:+1040 | Caesars:+950 | BetMGM:+900 | FanDuel:+1040,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Nick Gonzales,nick gonzales,Pittsburgh Pirates,pittsburgh pirates,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,1080,DraftKings,995,4,DraftKings:+1080 | FanDuel:+1040 | Caesars:+950 | BetMGM:+875,DraftKings:+1080 | FanDuel:+1040 | Caesars:+950 | BetMGM:+875 | DraftKings:+1080,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Jesus Rodriguez,jesus rodriguez,San Francisco Giants,san francisco giants,San Francisco Giants @ Los Angeles Dodgers,san francisco giants @ los angeles dodgers,HR,0.5,1220,DraftKings,1020,4,DraftKings:+1220 | FanDuel:+1040 | BetMGM:+1000 | Caesars:+950,DraftKings:+1220 | FanDuel:+1040 | BetMGM:+1000 | Caesars:+950 | DraftKings:+1220,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Nick Fortes,nick fortes,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,1100,DraftKings,1020,4,DraftKings:+1100 | FanDuel:+1040 | BetMGM:+1000 | Caesars:+950,DraftKings:+1100 | FanDuel:+1040 | BetMGM:+1000 | Caesars:+950 | BetMGM:+900 | DraftKings:+820 | FanDuel:+820 | Caesars:+750 | DraftKings:+1100,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Alec Bohm,alec bohm,Philadelphia Phillies,philadelphia phillies,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,1120,DraftKings,1035,4,DraftKings:+1120 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875,DraftKings:+1120 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875 | DraftKings:+1120,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Bryson Stott,bryson stott,Philadelphia Phillies,philadelphia phillies,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,1160,DraftKings,1035,4,DraftKings:+1160 | FanDuel:+1120 | Caesars:+950 | BetMGM:+900,DraftKings:+1160 | FanDuel:+1120 | Caesars:+950 | BetMGM:+900 | DraftKings:+1160,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Ernie Clement,ernie clement,Toronto Blue Jays,toronto blue jays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,1200,DraftKings,1035,4,DraftKings:+1200 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875,DraftKings:+1200 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875 | DraftKings:+1200,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Chase Meidroth,chase meidroth,Chicago White Sox,chicago white sox,Kansas City Royals @ Chicago White Sox,kansas city royals @ chicago white sox,HR,0.5,1200,BetMGM,1040,4,BetMGM:+1200 | FanDuel:+1120 | DraftKings:+960 | Caesars:+950,BetMGM:+1200 | FanDuel:+1120 | DraftKings:+960 | Caesars:+950 | BetMGM:+1200,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Ryan Vilade,ryan vilade,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Boston Red Sox,tampa bay rays @ boston red sox,HR,0.5,1060,DraftKings,1045,4,DraftKings:+1060 | BetMGM:+1050 | FanDuel:+1040 | Caesars:+950,DraftKings:+1060 | BetMGM:+1050 | FanDuel:+1040 | Caesars:+950 | DraftKings:+1060,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Alejandro Osuna,alejandro osuna,Texas Rangers,texas rangers,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,1220,DraftKings,1060,4,DraftKings:+1220 | FanDuel:+1120 | BetMGM:+1000 | Caesars:+950,DraftKings:+1220 | FanDuel:+1120 | BetMGM:+1000 | Caesars:+950 | DraftKings:+1220,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Jeff McNeil,jeff mcneil,Oakland Athletics,oakland athletics,St. Louis Cardinals @ Athletics,st louis cardinals @ athletics,HR,0.5,1200,FanDuel,1060,4,FanDuel:+1200 | DraftKings:+1120 | BetMGM:+1000 | Caesars:+950,FanDuel:+1200 | DraftKings:+1120 | BetMGM:+1000 | Caesars:+950 | FanDuel:+1200,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Zach McKinstry,zach mckinstry,Detroit Tigers,detroit tigers,Detroit Tigers @ New York Mets,detroit tigers @ new york mets,HR,0.5,1260,FanDuel,1085,4,FanDuel:+1260 | DraftKings:+1220 | Caesars:+950 | BetMGM:+725,FanDuel:+1260 | DraftKings:+1220 | Caesars:+950 | BetMGM:+725,0,USABLE_CONSENSUS,sgo_best_lines.csv
Jared Triolo,jared triolo,Pittsburgh Pirates,pittsburgh pirates,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,1200,BetMGM,1110,4,BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1060,BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1060 | BetMGM:+1200,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Ben Williamson,ben williamson,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,1300,Caesars,1120,4,Caesars:+1300 | BetMGM:+1200 | FanDuel:+1040 | DraftKings:+1020,FanDuel:+1800 | DraftKings:+1560 | Caesars:+1300 | BetMGM:+1200 | FanDuel:+1040 | DraftKings:+1020 | Caesars:+950 | FanDuel:+1800,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Kyle Karros,kyle karros,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,1240,DraftKings,1160,4,DraftKings:+1240 | BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100,DraftKings:+1240 | BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1240,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Masyn Winn,masyn winn,St Louis Cardinals,st louis cardinals,St. Louis Cardinals @ Athletics,st louis cardinals @ athletics,HR,0.5,1450,BetMGM,1160,4,BetMGM:+1450 | DraftKings:+1200 | FanDuel:+1120 | Caesars:+1100,BetMGM:+1450 | DraftKings:+1200 | FanDuel:+1120 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1040 | Caesars:+850 | BetMGM:+725 | BetMGM:+1450,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Caleb Durbin,caleb durbin,Boston Red Sox,boston red sox,Philadelphia Phillies @ Boston Red Sox,philadelphia phillies @ boston red sox,HR,0.5,1220,DraftKings,1175,4,DraftKings:+1220 | FanDuel:+1200 | BetMGM:+1150 | Caesars:+1100,DraftKings:+1220 | FanDuel:+1200 | FanDuel:+1200 | BetMGM:+1150 | Caesars:+1100 | BetMGM:+1050 | DraftKings:+1040 | Caesars:+950 | DraftKings:+1220,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Jake McCarthy,jake mccarthy,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,1200,FanDuel,1180,4,FanDuel:+1200 | BetMGM:+1200 | DraftKings:+1160 | Caesars:+1100,FanDuel:+1200 | BetMGM:+1200 | DraftKings:+1160 | Caesars:+1100 | FanDuel:+1200,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Nico Hoerner,nico hoerner,Chicago Cubs,chicago cubs,Chicago Cubs @ Atlanta Braves,chicago cubs @ atlanta braves,HR,0.5,1280,DraftKings,1180,4,DraftKings:+1280 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000,DraftKings:+1280 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000,0,CLEAN_CONSENSUS,sgo_best_lines.csv
