rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source
11,2026-05-13,2026,Masyn Winn,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,1450,BetMGM,6.45,42.90,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Masyn Winn"",""player_key"":""masyn winn"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""1450"",""book"":""BetMGM"",""consensus_odds"":""1160"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1450 | DraftKings:+1200 | FanDuel:+1120 | Caesars:+1100"",""raw_books_seen"":""BetMGM:+1450 | DraftKings:+1200 | FanDuel:+1120 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1040 | Caesars:+850 | BetMGM:+725 | BetMGM:+1450"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
12,2026-05-13,2026,Luke Keaschall,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,1360,DraftKings,6.85,42.72,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Luke Keaschall"",""player_key"":""luke keaschall"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""1360"",""book"":""DraftKings"",""consensus_odds"":""1200"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1360 | FanDuel:+1300 | Caesars:+1100 | BetMGM:+1000"",""raw_books_seen"":""DraftKings:+1360 | FanDuel:+1300 | Caesars:+1100 | BetMGM:+1000 | DraftKings:+1360"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
13,2026-05-13,2026,Ben Williamson,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,away,0,Dylan Cease,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,1300,Caesars,7.14,42.59,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Ben Williamson"",""player_key"":""ben williamson"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""Caesars"",""consensus_odds"":""1120"",""trusted_books_count"":""4"",""trusted_books"":""Caesars:+1300 | BetMGM:+1200 | FanDuel:+1040 | DraftKings:+1020"",""raw_books_seen"":""FanDuel:+1800 | DraftKings:+1560 | Caesars:+1300 | BetMGM:+1200 | FanDuel:+1040 | DraftKings:+1020 | Caesars:+950 | FanDuel:+1800"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,8,45.3,2.58,1.24,2.77,6.99,3.20,13.10,3.57,0.20,16.95,AVOID,16.95,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals
14,2026-05-13,2026,Taylor Walls,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,away,0,Dylan Cease,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,1300,FanDuel,7.14,42.59,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Taylor Walls"",""player_key"":""taylor walls"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""FanDuel"",""consensus_odds"":""1240"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1300 | DraftKings:+1280 | BetMGM:+1200 | Caesars:+1100"",""raw_books_seen"":""FanDuel:+1300 | DraftKings:+1280 | FanDuel:+1200 | BetMGM:+1200 | BetMGM:+1150 | DraftKings:+1120 | Caesars:+1100 | Caesars:+1100"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,8,45.3,2.58,1.24,2.77,6.99,3.20,13.10,3.57,0.20,16.95,AVOID,16.95,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals
15,2026-05-13,2026,Nico Hoerner,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,1280,DraftKings,7.25,42.54,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Nico Hoerner"",""player_key"":""nico hoerner"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""1280"",""book"":""DraftKings"",""consensus_odds"":""1180"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1280 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000"",""raw_books_seen"":""DraftKings:+1280 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
16,2026-05-13,2026,Tyler Heineman,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,1280,DraftKings,7.25,42.54,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Tyler Heineman"",""player_key"":""tyler heineman"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1280"",""book"":""DraftKings"",""consensus_odds"":""1205"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1280 | FanDuel:+1260 | BetMGM:+1150 | Caesars:+1100"",""raw_books_seen"":""DraftKings:+1280 | FanDuel:+1260 | BetMGM:+1150 | Caesars:+1100"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals
17,2026-05-13,2026,Zach McKinstry,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,away,0,Christian Scott,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,1260,FanDuel,7.35,42.49,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Zach McKinstry"",""player_key"":""zach mckinstry"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""1260"",""book"":""FanDuel"",""consensus_odds"":""1085"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1260 | DraftKings:+1220 | Caesars:+950 | BetMGM:+725"",""raw_books_seen"":""FanDuel:+1260 | DraftKings:+1220 | Caesars:+950 | BetMGM:+725"",""removed_outliers"":""0"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,3,11.0,3.27,1.18,3.95,8.39,3.27,12.27,5.73,0.82,34.58,AVOID,34.58,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals
18,2026-05-13,2026,Kyle Karros,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,1240,DraftKings,7.46,42.44,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Kyle Karros"",""player_key"":""kyle karros"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""1240"",""book"":""DraftKings"",""consensus_odds"":""1160"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1240 | BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100"",""raw_books_seen"":""DraftKings:+1240 | BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1240"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
19,2026-05-13,2026,Jesus Rodriguez,,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,away,0,Shohei Ohtani,Shohei Ohtani,Shohei Ohtani,660271,R,Shohei Ohtani,660271,Robbie Ray,592662,1220,DraftKings,7.58,42.39,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Jesus Rodriguez"",""player_key"":""jesus rodriguez"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""1220"",""book"":""DraftKings"",""consensus_odds"":""1020"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1220 | FanDuel:+1040 | BetMGM:+1000 | Caesars:+950"",""raw_books_seen"":""DraftKings:+1220 | FanDuel:+1040 | BetMGM:+1000 | Caesars:+950 | DraftKings:+1220"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Dodgers,probable,6,37.0,0.97,0.81,2.71,8.11,1.42,10.22,2.19,0.49,3.55,AVOID,3.55,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals
20,2026-05-13,2026,Alejandro Osuna,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,1220,DraftKings,7.58,42.39,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Alejandro Osuna"",""player_key"":""alejandro osuna"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""1220"",""book"":""DraftKings"",""consensus_odds"":""1060"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1220 | FanDuel:+1120 | BetMGM:+1000 | Caesars:+950"",""raw_books_seen"":""DraftKings:+1220 | FanDuel:+1120 | BetMGM:+1000 | Caesars:+950 | DraftKings:+1220"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
21,2026-05-13,2026,Caleb Durbin,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,1220,DraftKings,7.58,42.39,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Caleb Durbin"",""player_key"":""caleb durbin"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1220"",""book"":""DraftKings"",""consensus_odds"":""1175"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1220 | FanDuel:+1200 | BetMGM:+1150 | Caesars:+1100"",""raw_books_seen"":""DraftKings:+1220 | FanDuel:+1200 | FanDuel:+1200 | BetMGM:+1150 | Caesars:+1100 | BetMGM:+1050 | DraftKings:+1040 | Caesars:+950 | DraftKings:+1220"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals
22,2026-05-13,2026,Nasim Nuñez,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,1200,BetMGM,7.69,42.34,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Nasim Nuñez"",""player_key"":""nasim nunez"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""BetMGM"",""consensus_odds"":""965"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1200 | FanDuel:+980 | DraftKings:+950 | Caesars:+950"",""raw_books_seen"":""BetMGM:+1200 | FanDuel:+980 | DraftKings:+950 | Caesars:+950"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
23,2026-05-13,2026,Ernie Clement,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,1200,DraftKings,7.69,42.34,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Ernie Clement"",""player_key"":""ernie clement"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""DraftKings"",""consensus_odds"":""1035"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1200 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875"",""raw_books_seen"":""DraftKings:+1200 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875 | DraftKings:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals
24,2026-05-13,2026,Chase Meidroth,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,1200,BetMGM,7.69,42.34,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Chase Meidroth"",""player_key"":""chase meidroth"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""BetMGM"",""consensus_odds"":""1040"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1200 | FanDuel:+1120 | DraftKings:+960 | Caesars:+950"",""raw_books_seen"":""BetMGM:+1200 | FanDuel:+1120 | DraftKings:+960 | Caesars:+950 | BetMGM:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
25,2026-05-13,2026,Jeff McNeil,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,1200,FanDuel,7.69,42.34,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Jeff McNeil"",""player_key"":""jeff mcneil"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""FanDuel"",""consensus_odds"":""1060"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1200 | DraftKings:+1120 | BetMGM:+1000 | Caesars:+950"",""raw_books_seen"":""FanDuel:+1200 | DraftKings:+1120 | BetMGM:+1000 | Caesars:+950 | FanDuel:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
26,2026-05-13,2026,Jared Triolo,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,home,1,Jose Quintana,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,1200,BetMGM,7.69,42.34,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Jared Triolo"",""player_key"":""jared triolo"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""BetMGM"",""consensus_odds"":""1110"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1060"",""raw_books_seen"":""BetMGM:+1200 | FanDuel:+1120 | Caesars:+1100 | DraftKings:+1060 | BetMGM:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,6,30.0,3.90,1.33,6.08,8.73,2.12,4.20,3.90,1.50,59.23,LIVE,59.23,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
