rank,game,stack_size,players,teams,pitcher,stack_type,simulation_stack_type,base_stack_score,avg_player_hr_probability,simulated_any_hr_probability,simulated_all_hr_probability,adjusted_all_hr_probability,correlation_boost,avg_ev_percent,simulation_stack_score,simulation_stack_grade,payout_profile
85,Kansas City Royals @ Chicago White Sox,2,Isaac Collins + Munetaka Murakami,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.04,11.09%,21.11%,1.0561%,1.2549%,18.82%,-37.13%,59.87,SIM_LEAN_2MAN,NO_ODDS
86,Tampa Bay Rays @ Toronto Blue Jays,2,Kazuma Okamoto + Junior Caminero,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.71,11.21%,21.22%,1.1856%,1.4074%,18.71%,-42.41%,59.83,SIM_LEAN_2MAN,NO_ODDS
87,San Francisco Giants @ Los Angeles Dodgers,2,Will Smith + Teoscar Hernández,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.93,10.79%,20.41%,1.1616%,1.3751%,18.38%,-42.88%,59.80,SIM_LEAN_2MAN,NO_ODDS
88,Chicago Cubs @ Atlanta Braves,2,Michael Busch + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.90,10.91%,20.62%,1.1885%,1.4107%,18.70%,-42.67%,59.37,SIM_LEAN_2MAN,NO_ODDS
89,Kansas City Royals @ Chicago White Sox,2,Lane Thomas + Munetaka Murakami,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.81,11.06%,21.07%,1.0485%,1.2447%,18.72%,-43.24%,59.36,SIM_LEAN_2MAN,NO_ODDS
90,San Francisco Giants @ Los Angeles Dodgers,2,Max Muncy + Casey Schmitt,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.90,11.75%,22.26%,1.2437%,1.4643%,17.73%,-41.38%,58.98,SIM_LEAN_2MAN,NO_ODDS
91,San Francisco Giants @ Los Angeles Dodgers,2,Max Muncy + Heliot Ramos,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.84,11.65%,22.09%,1.2128%,1.4278%,17.72%,-41.06%,58.75,SIM_LEAN_2MAN,NO_ODDS
92,Kansas City Royals @ Chicago White Sox,2,Nick Loftin + Munetaka Murakami,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.88,10.46%,20.05%,0.8656%,1.0277%,18.73%,-40.51%,58.23,SIM_LEAN_2MAN,NO_ODDS
93,San Francisco Giants @ Los Angeles Dodgers,2,Max Muncy + Rafael Devers,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.30,11.14%,21.23%,1.0568%,1.2417%,17.50%,-46.17%,57.00,SIM_LEAN_2MAN,NO_ODDS
94,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Moisés Ballesteros + Pete Crow-Armstrong,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.27,12.03%,31.95%,0.1699%,0.2052%,20.79%,-25.10%,72.93,SIM_LEAN_3MAN,NO_ODDS
95,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Moisés Ballesteros + Dansby Swanson,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.32,11.90%,31.66%,0.1635%,0.1975%,20.81%,-22.61%,72.84,SIM_LEAN_3MAN,NO_ODDS
96,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Seiya Suzuki + Pete Crow-Armstrong,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.12,12.03%,31.95%,0.1698%,0.2049%,20.70%,-32.31%,72.48,SIM_LEAN_3MAN,NO_ODDS
97,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Seiya Suzuki + Dansby Swanson,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.18,11.90%,31.65%,0.1634%,0.1972%,20.72%,-29.83%,72.39,SIM_LEAN_3MAN,NO_ODDS
98,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Joc Pederson + Jake Burger,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.23,12.17%,32.28%,0.1766%,0.2125%,20.34%,-27.75%,72.17,SIM_LEAN_3MAN,NO_ODDS
99,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Brandon Nimmo + Joc Pederson,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.40,12.03%,31.95%,0.1701%,0.2048%,20.39%,-24.66%,72.16,SIM_LEAN_3MAN,NO_ODDS
100,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Pete Crow-Armstrong + Michael Busch,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.96,11.87%,31.58%,0.1628%,0.1964%,20.65%,-32.22%,72.08,SIM_LEAN_3MAN,NO_ODDS
101,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Dansby Swanson + Michael Busch,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.01,11.74%,31.28%,0.1566%,0.1890%,20.68%,-29.73%,71.99,SIM_LEAN_3MAN,NO_ODDS
102,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Jake Burger + Josh Jung,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.21,11.94%,31.75%,0.1649%,0.1984%,20.30%,-30.67%,71.59,SIM_LEAN_3MAN,NO_ODDS
103,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Brandon Nimmo + Josh Jung,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.38,11.80%,31.42%,0.1589%,0.1912%,20.36%,-27.58%,71.58,SIM_LEAN_3MAN,NO_ODDS
104,Chicago Cubs @ Atlanta Braves,3,Moisés Ballesteros + Seiya Suzuki + Michael Busch,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.92,11.49%,30.67%,0.1517%,0.1830%,20.62%,-31.52%,71.38,SIM_LEAN_3MAN,NO_ODDS
105,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Ketel Marte + Joc Pederson,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.25,12.24%,32.43%,0.1794%,0.2159%,20.32%,-29.14%,70.82,SIM_LEAN_3MAN,NO_ODDS
106,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Corbin Carroll + Josh Jung,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.28,12.16%,32.26%,0.1742%,0.2096%,20.32%,-30.20%,70.64,SIM_LEAN_3MAN,NO_ODDS
107,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Ketel Marte + Josh Jung,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.22,12.00%,31.90%,0.1676%,0.2016%,20.29%,-32.06%,70.23,SIM_LEAN_3MAN,NO_ODDS
108,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Corbin Carroll + Evan Carter,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.14,11.84%,31.54%,0.1573%,0.1892%,20.29%,-25.72%,70.16,SIM_LEAN_3MAN,NO_ODDS
109,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Ketel Marte + Jake Burger,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.97,12.04%,31.95%,0.1745%,0.2098%,20.19%,-33.91%,70.02,SIM_LEAN_3MAN,NO_ODDS
110,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Corbin Carroll + Ketel Marte,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.15,11.90%,31.62%,0.1682%,0.2022%,20.25%,-30.82%,70.01,SIM_LEAN_3MAN,NO_ODDS
111,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Corbin Carroll + Jake Burger,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.13,11.84%,31.48%,0.1655%,0.1990%,20.26%,-29.43%,69.96,SIM_LEAN_3MAN,NO_ODDS
112,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Ketel Marte + Evan Carter,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.08,11.68%,31.17%,0.1513%,0.1820%,20.26%,-27.58%,69.75,SIM_LEAN_3MAN,NO_ODDS
113,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Ketel Marte + Jake Burger,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.07,11.68%,31.11%,0.1592%,0.1914%,20.23%,-31.29%,69.55,SIM_LEAN_3MAN,NO_ODDS
114,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Ketel Marte + Joc Pederson,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.98,11.66%,31.07%,0.1575%,0.1893%,20.19%,-31.85%,69.42,SIM_LEAN_3MAN,NO_ODDS
115,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Joc Pederson + Jake Burger,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.96,11.60%,30.92%,0.1550%,0.1863%,20.20%,-30.46%,69.37,SIM_LEAN_3MAN,NO_ODDS
116,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Moisés Ballesteros + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.84,12.13%,32.17%,0.1747%,0.2089%,19.60%,-29.79%,69.21,SIM_LEAN_3MAN,NO_ODDS
117,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Andy Pages + Will Smith,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.70,12.42%,32.89%,0.1836%,0.2179%,18.68%,-38.09%,68.94,SIM_LEAN_3MAN,NO_ODDS
118,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Moisés Ballesteros + Carson Kelly,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.08,11.53%,30.82%,0.1453%,0.1754%,20.69%,-24.52%,68.88,SIM_LEAN_3MAN,NO_ODDS
119,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Moisés Ballesteros + Alex Bregman,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.07,11.56%,30.88%,0.1466%,0.1769%,20.69%,-27.39%,68.80,SIM_LEAN_3MAN,NO_ODDS
120,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Seiya Suzuki + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.69,12.12%,32.17%,0.1745%,0.2086%,19.52%,-37.01%,68.75,SIM_LEAN_3MAN,NO_ODDS
121,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Dansby Swanson + Pete Crow-Armstrong,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,57.08,11.46%,30.64%,0.1451%,0.1752%,20.70%,-27.80%,68.64,SIM_LEAN_3MAN,NO_ODDS
122,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Will Smith + Teoscar Hernández,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.49,12.34%,32.71%,0.1795%,0.2129%,18.60%,-40.29%,68.54,SIM_LEAN_3MAN,NO_ODDS
123,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Freddie Freeman + Will Smith,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.76,12.18%,32.35%,0.1713%,0.2034%,18.69%,-38.48%,68.53,SIM_LEAN_3MAN,NO_ODDS
124,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Seiya Suzuki + Carson Kelly,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.94,11.53%,30.81%,0.1452%,0.1751%,20.61%,-31.74%,68.43,SIM_LEAN_3MAN,NO_ODDS
125,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Michael Busch + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.53,11.96%,31.80%,0.1673%,0.1999%,19.47%,-36.91%,68.36,SIM_LEAN_3MAN,NO_ODDS
126,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Seiya Suzuki + Alex Bregman,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.92,11.55%,30.87%,0.1465%,0.1767%,20.60%,-34.61%,68.35,SIM_LEAN_3MAN,NO_ODDS
127,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Freddie Freeman + Andy Pages,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.78,12.00%,31.93%,0.1629%,0.1934%,18.71%,-36.96%,68.29,SIM_LEAN_3MAN,NO_ODDS
128,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Andy Pages + Teoscar Hernández,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.51,12.16%,32.29%,0.1706%,0.2024%,18.62%,-38.77%,68.29,SIM_LEAN_3MAN,NO_ODDS
129,Kansas City Royals @ Chicago White Sox,3,Munetaka Murakami + Colson Montgomery + Miguel Vargas,Chicago White Sox,Seth Lugo,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.15,12.38%,32.81%,0.1783%,0.2111%,18.39%,-41.01%,68.19,SIM_LEAN_3MAN,NO_ODDS
130,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Jake Burger + Evan Carter,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.06,11.62%,31.03%,0.1489%,0.1791%,20.27%,-26.19%,68.10,SIM_LEAN_3MAN,NO_ODDS
131,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Brandon Nimmo + Evan Carter,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.23,11.48%,30.69%,0.1435%,0.1726%,20.32%,-23.10%,68.09,SIM_LEAN_3MAN,NO_ODDS
132,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Michael Busch + Carson Kelly,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.77,11.37%,30.43%,0.1392%,0.1678%,20.56%,-31.64%,68.03,SIM_LEAN_3MAN,NO_ODDS
133,Chicago Cubs @ Atlanta Braves,3,Moisés Ballesteros + Seiya Suzuki + Pete Crow-Armstrong,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.98,11.22%,30.03%,0.1406%,0.1696%,20.64%,-29.58%,68.02,SIM_LEAN_3MAN,NO_ODDS
134,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Pete Crow-Armstrong + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.60,11.69%,31.17%,0.1551%,0.1853%,19.50%,-34.97%,68.01,SIM_LEAN_3MAN,NO_ODDS
135,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Joc Pederson + Josh Jung,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.21,11.56%,30.86%,0.1488%,0.1790%,20.31%,-28.61%,67.99,SIM_LEAN_3MAN,NO_ODDS
136,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Michael Busch + Alex Bregman,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.76,11.39%,30.49%,0.1404%,0.1693%,20.56%,-34.51%,67.95,SIM_LEAN_3MAN,NO_ODDS
137,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Freddie Freeman + Teoscar Hernández,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.57,11.92%,31.75%,0.1592%,0.1889%,18.63%,-39.17%,67.89,SIM_LEAN_3MAN,NO_ODDS
138,Kansas City Royals @ Chicago White Sox,3,Bobby Witt Jr. + Munetaka Murakami + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.27,12.29%,32.60%,0.1745%,0.2074%,18.87%,-36.27%,67.79,SIM_LEAN_3MAN,NO_ODDS
139,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Will Smith + Dalton Rushing,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.56,11.88%,31.66%,0.1555%,0.1844%,18.60%,-40.38%,67.73,SIM_LEAN_3MAN,NO_ODDS
140,Kansas City Royals @ Chicago White Sox,3,Munetaka Murakami + Colson Montgomery + Andrew Benintendi,Chicago White Sox,Seth Lugo,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.98,12.08%,32.14%,0.1610%,0.1905%,18.35%,-40.18%,67.58,SIM_LEAN_3MAN,NO_ODDS
141,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Joc Pederson + Evan Carter,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.07,11.24%,30.13%,0.1344%,0.1616%,20.27%,-24.13%,67.50,SIM_LEAN_3MAN,NO_ODDS
142,San Francisco Giants @ Los Angeles Dodgers,3,Max Muncy + Will Smith + Mookie Betts,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.16,11.92%,31.76%,0.1577%,0.1868%,18.44%,-44.07%,67.31,SIM_LEAN_3MAN,NO_ODDS
143,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Joc Pederson + Jake Burger,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.06,11.23%,30.06%,0.1414%,0.1700%,20.24%,-27.84%,67.30,SIM_LEAN_3MAN,NO_ODDS
144,Kansas City Royals @ Chicago White Sox,3,Bobby Witt Jr. + Salvador Perez + Colson Montgomery,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.62,11.81%,31.43%,0.1630%,0.1941%,19.08%,-38.91%,67.22,SIM_LEAN_3MAN,NO_ODDS
145,Kansas City Royals @ Chicago White Sox,3,Bobby Witt Jr. + Munetaka Murakami + Andrew Benintendi,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.09,11.99%,31.93%,0.1575%,0.1872%,18.82%,-35.43%,67.17,SIM_LEAN_3MAN,NO_ODDS
146,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Corbin Carroll + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.04,11.56%,30.90%,0.1424%,0.1712%,20.25%,-21.96%,66.72,SIM_LEAN_3MAN,NO_ODDS
147,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Corbin Carroll + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.98,11.64%,31.09%,0.1467%,0.1764%,20.21%,-27.19%,66.59,SIM_LEAN_3MAN,NO_ODDS
148,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Corbin Carroll + Joc Pederson,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.13,11.45%,30.58%,0.1493%,0.1795%,20.26%,-27.37%,66.36,SIM_LEAN_3MAN,NO_ODDS
149,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Ketel Marte + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.98,11.40%,30.53%,0.1370%,0.1647%,20.22%,-23.82%,66.31,SIM_LEAN_3MAN,NO_ODDS
150,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Brandon Nimmo + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.13,11.19%,30.04%,0.1299%,0.1562%,20.28%,-19.34%,66.26,SIM_LEAN_3MAN,NO_ODDS
151,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Jake Burger + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.96,11.34%,30.38%,0.1348%,0.1621%,20.23%,-22.43%,66.26,SIM_LEAN_3MAN,NO_ODDS
152,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Corbin Carroll + Ezequiel Duran,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.08,11.35%,30.44%,0.1315%,0.1581%,20.25%,-26.01%,66.20,SIM_LEAN_3MAN,NO_ODDS
153,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Ketel Marte + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.92,11.48%,30.72%,0.1412%,0.1697%,20.18%,-29.05%,66.18,SIM_LEAN_3MAN,NO_ODDS
154,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Brandon Nimmo + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.07,11.28%,30.23%,0.1339%,0.1610%,20.25%,-24.57%,66.13,SIM_LEAN_3MAN,NO_ODDS
155,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Jake Burger + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.90,11.42%,30.57%,0.1389%,0.1670%,20.19%,-27.66%,66.13,SIM_LEAN_3MAN,NO_ODDS
156,Arizona Diamondbacks @ Texas Rangers,3,Ketel Marte + Joc Pederson + Jake Burger,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.90,11.44%,30.55%,0.1491%,0.1792%,20.17%,-32.32%,65.96,SIM_LEAN_3MAN,NO_ODDS
157,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Ketel Marte + Joc Pederson,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.07,11.30%,30.21%,0.1437%,0.1727%,20.23%,-29.23%,65.95,SIM_LEAN_3MAN,NO_ODDS
158,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Ketel Marte + Josh Jung,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.96,11.43%,30.53%,0.1471%,0.1767%,20.16%,-34.78%,65.83,SIM_LEAN_3MAN,NO_ODDS
159,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Ketel Marte + Ezequiel Duran,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.02,11.19%,30.06%,0.1265%,0.1521%,20.22%,-27.87%,65.79,SIM_LEAN_3MAN,NO_ODDS
160,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Jake Burger + Josh Jung,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.94,11.36%,30.38%,0.1447%,0.1739%,20.17%,-33.39%,65.79,SIM_LEAN_3MAN,NO_ODDS
161,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Corbin Carroll + Josh Jung,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,51.11,11.22%,30.04%,0.1395%,0.1677%,20.23%,-30.30%,65.78,SIM_LEAN_3MAN,NO_ODDS
162,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Moisés Ballesteros + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.90,11.60%,30.97%,0.1486%,0.1777%,19.63%,-26.71%,65.44,SIM_LEAN_3MAN,NO_ODDS
163,Arizona Diamondbacks @ Texas Rangers,3,Ketel Marte + Jake Burger + Josh Jung,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.88,11.21%,30.00%,0.1393%,0.1673%,20.14%,-35.25%,65.37,SIM_LEAN_3MAN,NO_ODDS
164,Chicago Cubs @ Atlanta Braves,3,Ian Happ + Seiya Suzuki + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.75,11.59%,30.96%,0.1484%,0.1775%,19.55%,-33.93%,64.99,SIM_LEAN_3MAN,NO_ODDS
