rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_game_key,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
83,2026-05-13,2026,Ivan Herrera,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,Jeffrey Springs,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,575,Caesars,14.81,27.31,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Ivan Herrera"",""player_key"":""ivan herrera"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""Caesars"",""consensus_odds"":""416"",""trusted_books_count"":""4"",""trusted_books"":""Caesars:+575 | FanDuel:+420 | DraftKings:+411 | BetMGM:+390"",""raw_books_seen"":""BetMGM:+900 | DraftKings:+670 | FanDuel:+610 | Caesars:+575 | FanDuel:+420 | DraftKings:+411 | Caesars:+390 | BetMGM:+390 | BetMGM:+900"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,8,44.0,3.89,1.14,4.26,8.28,5.02,7.98,2.45,1.43,46.28,NEUTRAL,46.28,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,athletics vs st louis cardinals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.00,RESPECT,63.73,NEUTRAL,12.00,FRESH,35,2.7,2,1,0,0,0,,4.42,1.44,1.24,8.10,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,46.28,55.00,50.00,50.00,52.00,27.31,LONGSHOT
84,2026-05-13,2026,Nolan Gorman,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,Jeffrey Springs,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,470,DraftKings,17.54,27.31,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Nolan Gorman"",""player_key"":""nolan gorman"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""DraftKings"",""consensus_odds"":""430"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+470 | FanDuel:+470 | Caesars:+390 | BetMGM:+350"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+620 | FanDuel:+590 | Caesars:+575 | DraftKings:+470 | FanDuel:+470 | Caesars:+390 | BetMGM:+350 | BetMGM:+650"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,8,44.0,3.89,1.14,4.26,8.28,5.02,7.98,2.45,1.43,46.28,NEUTRAL,46.28,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,athletics vs st louis cardinals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.00,RESPECT,63.73,NEUTRAL,12.00,FRESH,35,2.7,2,1,0,0,0,,4.42,1.44,1.24,8.10,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,46.28,55.00,50.00,50.00,52.00,27.31,LONGSHOT
85,2026-05-13,2026,Jordan Walker,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,Jeffrey Springs,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,300,FanDuel,25.00,27.31,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Jordan Walker"",""player_key"":""jordan walker"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""300"",""book"":""FanDuel"",""consensus_odds"":""297"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+300 | BetMGM:+300 | DraftKings:+293 | Caesars:+290"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+610 | Caesars:+575 | FanDuel:+540 | FanDuel:+300 | BetMGM:+300 | DraftKings:+293 | Caesars:+290 | BetMGM:+650"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,8,44.0,3.89,1.14,4.26,8.28,5.02,7.98,2.45,1.43,46.28,NEUTRAL,46.28,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,athletics vs st louis cardinals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.00,RESPECT,63.73,NEUTRAL,12.00,FRESH,35,2.7,2,1,0,0,0,,4.42,1.44,1.24,8.10,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,46.28,55.00,50.00,50.00,52.00,27.31,LONGSHOT
86,2026-05-13,2026,Cedric Mullins,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Patrick Corbin,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,980,FanDuel,9.26,27.17,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Cedric Mullins"",""player_key"":""cedric mullins"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""940"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850"",""raw_books_seen"":""DraftKings:+1700 | FanDuel:+1600 | Caesars:+1500 | FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850 | BetMGM:+725 | DraftKings:+1700"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,7,34.3,3.93,1.40,4.97,6.97,4.20,5.77,2.62,0.79,45.65,NEUTRAL,45.65,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,58.06,NEUTRAL,48.88,NEUTRAL,70.74,TIRED,184,12.0,7,2,2,2,0,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app,4.19,1.30,1.03,9.06,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue TIRED,97.00,0.00,55.00,45.65,62.00,50.00,50.00,52.00,27.17,LONGSHOT
87,2026-05-13,2026,Jonny DeLuca,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Patrick Corbin,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,990,DraftKings,9.17,26.93,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Jonny DeLuca"",""player_key"":""jonny deluca"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""990"",""book"":""DraftKings"",""consensus_odds"":""915"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+990 | FanDuel:+980 | Caesars:+850 | BetMGM:+775"",""raw_books_seen"":""DraftKings:+2000 | FanDuel:+1900 | Caesars:+1500 | DraftKings:+990 | FanDuel:+980 | Caesars:+850 | BetMGM:+775 | BetMGM:+575 | DraftKings:+2000"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,7,34.3,3.93,1.40,4.97,6.97,4.20,5.77,2.62,0.79,45.65,NEUTRAL,45.65,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,58.06,NEUTRAL,48.88,NEUTRAL,70.74,TIRED,184,12.0,7,2,2,2,0,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app,4.19,1.30,1.03,9.06,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue TIRED,95.88,0.00,55.00,45.65,62.00,50.00,50.00,52.00,26.93,LONGSHOT
88,2026-05-13,2026,Spencer Steer,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,home,1,Miles Mikolas,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,1400,FanDuel,6.67,26.88,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""Spencer Steer"",""player_key"":""spencer steer"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""1400"",""book"":""FanDuel"",""consensus_odds"":""1100"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+1400 | Caesars:+1100 | DraftKings:+1000"",""raw_books_seen"":""FanDuel:+1400 | Caesars:+1100 | DraftKings:+1000 | BetMGM:+325 | FanDuel:+1400"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,6,36.0,7.00,1.53,5.94,9.21,4.26,6.00,3.25,2.25,86.20,ATTACK,86.20,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,,0.00,NO_MATCH,cincinnati reds vs washington nationals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,53.58,NEUTRAL,69.30,LIVE,31.88,FRESH,88,5.0,6,2,2,1,0,Paxton Schultz 8 pitches 2 app | Brad Lord 36 pitches 1 app,4.76,1.42,1.42,7.53,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue FRESH,64.63,0.00,55.00,86.20,78.00,50.00,50.00,52.00,26.88,LONGSHOT
89,2026-05-13,2026,Jonathan Aranda,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Patrick Corbin,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,1000,DraftKings,9.09,26.72,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Jonathan Aranda"",""player_key"":""jonathan aranda"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1000"",""book"":""DraftKings"",""consensus_odds"":""915"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1000 | Caesars:+950 | FanDuel:+880 | BetMGM:+575"",""raw_books_seen"":""FanDuel:+1400 | DraftKings:+1000 | Caesars:+950 | DraftKings:+910 | FanDuel:+880 | Caesars:+700 | BetMGM:+575 | BetMGM:+525 | FanDuel:+1400"",""removed_outliers"":""5"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,7,34.3,3.93,1.40,4.97,6.97,4.20,5.77,2.62,0.79,45.65,NEUTRAL,45.65,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,58.06,NEUTRAL,48.88,NEUTRAL,70.74,TIRED,184,12.0,7,2,2,2,0,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app,4.19,1.30,1.03,9.06,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue TIRED,94.88,0.00,55.00,45.65,62.00,50.00,50.00,52.00,26.72,LONGSHOT
90,2026-05-13,2026,Andrew Vaughn,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Bradgley Rodriguez,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,900,BetMGM,10.00,26.68,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Andrew Vaughn"",""player_key"":""andrew vaughn"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""900"",""book"":""BetMGM"",""consensus_odds"":""810"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+900 | DraftKings:+830 | FanDuel:+790 | Caesars:+750"",""raw_books_seen"":""BetMGM:+900 | DraftKings:+830 | FanDuel:+790 | Caesars:+750 | DraftKings:+497 | FanDuel:+490 | BetMGM:+360 | Caesars:+350 | BetMGM:+900"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,2,20.7,1.74,0.97,3.71,7.71,3.00,6.53,2.18,0.00,9.35,AVOID,9.35,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,milwaukee brewers vs san diego padres,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.37,RESPECT,45.26,RESPECT,38.37,NORMAL,114,6.7,5,2,2,2,0,Matt Waldron 59 pitches 1 app,4.18,1.25,0.90,8.81,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,35.00,65.00,50.00,50.00,52.00,26.68,LONGSHOT
91,2026-05-13,2026,Jake Bauers,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Bradgley Rodriguez,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,800,FanDuel,11.11,26.68,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Jake Bauers"",""player_key"":""jake bauers"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""800"",""book"":""FanDuel"",""consensus_odds"":""780"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+800 | BetMGM:+800 | DraftKings:+760 | Caesars:+750"",""raw_books_seen"":""FanDuel:+800 | BetMGM:+800 | DraftKings:+760 | DraftKings:+750 | Caesars:+750 | FanDuel:+710 | Caesars:+700 | BetMGM:+380 | FanDuel:+800"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,2,20.7,1.74,0.97,3.71,7.71,3.00,6.53,2.18,0.00,9.35,AVOID,9.35,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,milwaukee brewers vs san diego padres,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.37,RESPECT,45.26,RESPECT,38.37,NORMAL,114,6.7,5,2,2,2,0,Matt Waldron 59 pitches 1 app,4.18,1.25,0.90,8.81,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,35.00,65.00,50.00,50.00,52.00,26.68,LONGSHOT
92,2026-05-13,2026,Jackson Chourio,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Bradgley Rodriguez,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,725,BetMGM,12.12,26.68,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Jackson Chourio"",""player_key"":""jackson chourio"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""725"",""book"":""BetMGM"",""consensus_odds"":""705"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+725 | DraftKings:+710 | Caesars:+700 | FanDuel:+650"",""raw_books_seen"":""FanDuel:+900 | BetMGM:+725 | DraftKings:+710 | DraftKings:+700 | Caesars:+700 | FanDuel:+650 | Caesars:+575 | BetMGM:+340 | FanDuel:+900"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,2,20.7,1.74,0.97,3.71,7.71,3.00,6.53,2.18,0.00,9.35,AVOID,9.35,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,milwaukee brewers vs san diego padres,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.37,RESPECT,45.26,RESPECT,38.37,NORMAL,114,6.7,5,2,2,2,0,Matt Waldron 59 pitches 1 app,4.18,1.25,0.90,8.81,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,35.00,65.00,50.00,50.00,52.00,26.68,LONGSHOT
93,2026-05-13,2026,Miguel Vargas,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Scheduled,Rate Field,home,1,Stephen Kolek,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,900,FanDuel,10.00,26.43,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Miguel Vargas"",""player_key"":""miguel vargas"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""900"",""book"":""FanDuel"",""consensus_odds"":""700"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+900 | DraftKings:+700 | Caesars:+700"",""raw_books_seen"":""FanDuel:+900 | DraftKings:+700 | Caesars:+700 | BetMGM:+475 | FanDuel:+900"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,2,10.0,2.70,0.70,3.47,9.26,2.70,7.20,1.80,0.90,13.93,AVOID,13.93,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,,0.00,NO_MATCH,chicago white sox vs kansas city royals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,39.85,RESPECT,55.68,NEUTRAL,18.00,FRESH,95,5.0,5,3,0,0,0,,4.25,1.36,1.10,8.59,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,35.00,62.00,50.00,50.00,52.00,26.43,LONGSHOT
94,2026-05-13,2026,Kazuma Okamoto,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Shane McClanahan,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,850,Caesars,10.53,26.43,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Kazuma Okamoto"",""player_key"":""kazuma okamoto"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""Caesars"",""consensus_odds"":""800"",""trusted_books_count"":""3"",""trusted_books"":""Caesars:+850 | DraftKings:+800 | FanDuel:+750"",""raw_books_seen"":""Caesars:+850 | DraftKings:+800 | FanDuel:+750 | BetMGM:+300 | Caesars:+850"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,8,39.7,2.27,0.98,3.48,6.96,0.00,9.30,3.40,0.23,8.30,AVOID,8.30,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.78,RESPECT,40.58,RESPECT,45.83,NORMAL,121,6.3,7,3,1,0,1,Bryan Baker 26 pitches 2 app,3.43,1.15,1.04,7.88,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,35.00,62.00,50.00,50.00,52.00,26.43,LONGSHOT
